user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
rogovilia,2,0.894774,0.234628,0.975578,0.982404,0,0.613054,0.000271,0.002976,0.002156,0.000470,0.004289,0.002403,0.000239,0.000881,0.001048,0.000612
novostidamask,6,0.894761,0.308588,0.958974,0.990342,4,0.016978,0.000502,0.000976,0.000677,0.519023,0.001004,0.000688,0.000324,0.000312,0.000348,0.000396
maxdementiev,4,0.893639,0.327818,0.955764,0.989586,4,0.018033,0.000533,0.001036,0.000719,0.509584,0.001067,0.000731,0.000345,0.000332,0.000369,0.000421
patriotka_rusi,3,0.892451,0.269383,0.971079,0.981213,0,0.927586,0.000532,0.004238,0.003658,0.000884,0.009680,0.003383,0.000467,0.001559,0.001850,0.001376
ssus_panther,1,0.892402,0.251057,0.973954,0.980320,0,0.918276,0.000643,0.004908,0.003385,0.001099,0.006002,0.003524,0.000592,0.001399,0.001658,0.001347
newspeakdaily,16,0.891790,0.256249,0.973392,0.980210,0,0.820510,0.000617,0.004209,0.002937,0.001017,0.005748,0.002886,0.000542,0.001641,0.001459,0.001375
charlesrespeck,5,0.890334,0.302439,0.966600,0.979031,0,0.560354,0.000329,0.002604,0.002728,0.000526,0.007206,0.002092,0.000294,0.001415,0.001395,0.000773
todayinsyria,18,0.890014,0.294022,0.968223,0.975924,0,0.746043,0.000465,0.005339,0.003326,0.000825,0.005934,0.004163,0.000407,0.001375,0.001610,0.001040
todaycincinnati,12,0.889752,0.286568,0.969504,0.977839,0,0.792970,0.000631,0.004533,0.003294,0.001032,0.006817,0.003170,0.000556,0.001839,0.001639,0.001433
bydrbre_,1,0.888942,0.404783,0.942323,0.986419,4,0.020392,0.000603,0.001172,0.000814,0.435759,0.001206,0.000826,0.000390,0.000375,0.000418,0.000476
batonrougevoice,17,0.888789,0.294792,0.968563,0.976812,0,0.618619,0.000541,0.003704,0.002642,0.000890,0.005268,0.002560,0.000476,0.001470,0.001316,0.001211
muslims_in_usa,6,0.887345,0.331615,0.963239,0.972775,0,0.901931,0.000627,0.007301,0.004752,0.001079,0.008929,0.005490,0.000555,0.002051,0.002306,0.001331
specialaffair,21,0.887220,0.321632,0.964930,0.973761,0,0.575664,0.000463,0.004238,0.002931,0.000778,0.005269,0.002782,0.000418,0.001693,0.001395,0.000956
todaybostonma,15,0.887063,0.320443,0.965175,0.974484,0,0.753273,0.000645,0.004909,0.003678,0.001057,0.007265,0.003453,0.000573,0.002379,0.001800,0.001419
oaklandonline,13,0.887045,0.317464,0.965631,0.974798,0,0.727180,0.000680,0.004747,0.003399,0.001116,0.006903,0.003301,0.000597,0.001893,0.001692,0.001554
med_harley,1,0.886660,0.437829,0.936467,0.984843,7,0.025793,0.000607,0.001339,0.001116,0.000820,0.001639,0.000979,0.499305,0.000503,0.000571,0.000507
bruciedublin,16,0.886364,0.350207,0.960447,0.974215,0,0.663830,0.000513,0.003979,0.003929,0.000821,0.009516,0.003238,0.000451,0.001643,0.002052,0.001195
mihanovikov,6,0.884702,0.376048,0.956649,0.972852,0,0.506470,0.000404,0.003107,0.003179,0.000658,0.008578,0.002555,0.000351,0.001394,0.001654,0.001071
catelinewatkins,10,0.884162,0.376145,0.956952,0.972201,0,0.610154,0.000545,0.003604,0.004005,0.000837,0.009723,0.003041,0.000470,0.001694,0.002226,0.001302
todaymiami,14,0.883731,0.371570,0.958028,0.971141,0,0.549064,0.000524,0.003935,0.003318,0.000855,0.007515,0.002869,0.000465,0.001713,0.001670,0.001191
stlouisonline,17,0.883012,0.371924,0.958288,0.970172,0,0.353495,0.000373,0.002731,0.002046,0.000614,0.004384,0.001910,0.000332,0.001134,0.001015,0.000849
kansasdailynews,20,0.882589,0.367268,0.959203,0.969663,0,0.616310,0.000719,0.004923,0.003436,0.001186,0.006721,0.003371,0.000632,0.001925,0.001706,0.001595
interfischer,5,0.882520,0.398766,0.953806,0.969402,0,0.743155,0.000662,0.005558,0.005147,0.001078,0.012152,0.004510,0.000585,0.002157,0.002634,0.001510
claypaigeboo,6,0.882230,0.421276,0.949617,0.969905,0,0.544383,0.000426,0.003703,0.004099,0.000686,0.011630,0.003027,0.000388,0.001853,0.002083,0.000987
lukas_rosler,4,0.882077,0.503085,0.924266,0.981737,1,0.057471,0.924266,0.002826,0.002244,0.002839,0.003414,0.002075,0.001243,0.001039,0.001189,0.001392
blacneighbor,6,0.881728,0.398719,0.954114,0.966836,0,0.707992,0.000518,0.005875,0.005130,0.000849,0.009440,0.004340,0.000487,0.004035,0.002391,0.000983
tpartynews,69,0.880916,0.408887,0.952809,0.965069,0,0.643104,0.000602,0.006838,0.004512,0.001012,0.008275,0.004591,0.000550,0.002142,0.002176,0.001153
atlanta_online,11,0.880799,0.395375,0.955199,0.967634,0,0.588423,0.000689,0.004961,0.003647,0.001128,0.007660,0.003484,0.000610,0.002023,0.001814,0.001583
dailysanfran,18,0.880586,0.394987,0.955343,0.967277,0,0.582067,0.000705,0.005001,0.003628,0.001162,0.007271,0.003513,0.000619,0.001936,0.001808,0.001566
holycrapchrix,15,0.879180,0.436482,0.948572,0.966012,0,0.634537,0.000669,0.004997,0.005031,0.001059,0.011667,0.004119,0.000586,0.002070,0.002677,0.001528
gallowayeliana,8,0.878861,0.454253,0.945250,0.966260,0,0.470633,0.000455,0.003748,0.003723,0.000737,0.010461,0.002987,0.000409,0.001781,0.001885,0.001073
viborisova,4,0.878763,0.438185,0.948443,0.965827,0,0.785179,0.000878,0.006646,0.005657,0.001456,0.014392,0.005279,0.000766,0.002402,0.002876,0.002331
alexsvladimirov,5,0.878430,0.452583,0.945933,0.965130,0,0.571036,0.000566,0.004868,0.004531,0.000932,0.011589,0.003857,0.000502,0.002132,0.002271,0.001391
curtisbigman,18,0.877985,0.464603,0.943998,0.960307,0,0.673885,0.000565,0.004470,0.009765,0.000890,0.011642,0.003975,0.000518,0.002231,0.004755,0.001168
aleksey_sokol_,4,0.877728,0.453765,0.946158,0.963660,0,0.472603,0.000502,0.004445,0.003679,0.000850,0.008742,0.003530,0.000435,0.001582,0.001845,0.001285
bigseanbeast,8,0.876019,0.489164,0.940070,0.962682,0,0.677227,0.000655,0.005969,0.005837,0.001058,0.016289,0.004656,0.000610,0.003824,0.002832,0.001443
fischermaria933,1,0.875935,0.588886,0.907012,0.977586,1,0.070575,0.907012,0.003469,0.002759,0.003478,0.004197,0.002550,0.001504,0.001276,0.001463,0.001717
adrienne_gg,16,0.875797,0.476419,0.942827,0.962299,0,0.656894,0.000784,0.005476,0.005972,0.001213,0.013567,0.004625,0.000685,0.002446,0.003303,0.001762
damanimiles,7,0.875639,0.494505,0.939248,0.962470,0,0.606654,0.000643,0.005489,0.005351,0.001039,0.014999,0.004378,0.000585,0.002585,0.002680,0.001491
brianthelifter,6,0.875620,0.485471,0.941265,0.960867,0,0.832089,0.000893,0.008443,0.007563,0.001460,0.017328,0.006486,0.000833,0.003342,0.003614,0.001961
siccerthanyou,11,0.875330,0.495095,0.939348,0.961848,0,0.575074,0.000608,0.005205,0.005280,0.000973,0.013775,0.004098,0.000552,0.002620,0.002650,0.001371
dailysandiego,14,0.875302,0.472776,0.943839,0.961263,0,0.549749,0.000693,0.005478,0.004424,0.001131,0.010149,0.003982,0.000618,0.002501,0.002187,0.001549
corynaenae,8,0.875262,0.490110,0.940359,0.962070,0,0.450240,0.000494,0.003715,0.004209,0.000768,0.010395,0.002997,0.000439,0.002184,0.002216,0.001138
robertebonyking,7,0.875204,0.487384,0.940990,0.961640,0,0.546047,0.000608,0.005012,0.004849,0.001004,0.011983,0.003934,0.000539,0.002370,0.002430,0.001514
amandavgreen,19,0.875151,0.508231,0.937160,0.957894,0,0.746575,0.000680,0.005303,0.010317,0.001067,0.016517,0.004830,0.000640,0.002582,0.006806,0.001317
ogdeandre,11,0.874921,0.489239,0.940911,0.960006,0,0.657687,0.000722,0.006770,0.005996,0.001166,0.013348,0.005083,0.000660,0.003111,0.002954,0.001493
chadsloyer,16,0.874428,0.500483,0.938975,0.959707,0,0.649601,0.000726,0.006737,0.006015,0.001180,0.014343,0.005246,0.000661,0.002737,0.002987,0.001586
washingtonline,19,0.874106,0.465611,0.945647,0.959759,0,0.599519,0.000911,0.006471,0.004559,0.001502,0.008947,0.004459,0.000803,0.002525,0.002257,0.002025
phoenixdailynew,19,0.873720,0.471224,0.944796,0.959679,0,0.619425,0.000953,0.006565,0.004750,0.001560,0.009758,0.004577,0.000832,0.002647,0.002371,0.002181
hipppo_,17,0.873445,0.501181,0.939347,0.959292,0,0.585764,0.000748,0.005334,0.005807,0.001174,0.012438,0.004470,0.000648,0.002260,0.003226,0.001718
johnnymarch_,7,0.873346,0.561695,0.926105,0.961060,0,0.481980,0.000460,0.004292,0.005128,0.000750,0.018192,0.003647,0.000432,0.002032,0.002463,0.001062
adrgreerr,6,0.873131,0.527428,0.934147,0.959439,0,0.362570,0.000404,0.003383,0.003717,0.000644,0.009817,0.002736,0.000366,0.001701,0.001887,0.000905
jmscoxxx,14,0.872748,0.515911,0.936967,0.956835,0,0.655873,0.000798,0.007712,0.006358,0.001265,0.013907,0.005786,0.000712,0.002493,0.003325,0.001768
screamymonkey,26,0.872446,0.499124,0.940228,0.954419,0,0.618919,0.000741,0.008418,0.005748,0.001236,0.009342,0.005514,0.000698,0.003611,0.002669,0.001370
sanantotopnews,19,0.871193,0.514030,0.938062,0.956545,0,0.296867,0.000436,0.003340,0.002677,0.000712,0.005850,0.002395,0.000385,0.001480,0.001331,0.000996
warfareww,14,0.870664,0.527724,0.935711,0.951990,0,0.658491,0.000852,0.009540,0.006163,0.001507,0.011456,0.007483,0.000746,0.002561,0.002996,0.001938
globalfoe,1,0.870385,0.524335,0.936349,0.956746,0,0.868340,0.001334,0.008093,0.008677,0.002041,0.018915,0.007011,0.001110,0.003563,0.004984,0.003299
blackeyeblog,4,0.870161,0.538419,0.933883,0.954408,0,0.722807,0.000987,0.008543,0.007502,0.001616,0.015886,0.006643,0.000883,0.003184,0.003789,0.002141
claudia42kern,18,0.869950,0.556649,0.930334,0.953913,0,0.607881,0.000740,0.005639,0.008265,0.001161,0.015406,0.004931,0.000657,0.002650,0.004413,0.001657
tezaharov,6,0.869393,0.570195,0.927490,0.955893,0,0.418022,0.000543,0.004267,0.004557,0.000864,0.012801,0.003470,0.000478,0.002009,0.002333,0.001358
taraformation,4,0.869202,0.575136,0.926513,0.955639,0,0.791865,0.001011,0.008628,0.008322,0.001637,0.024893,0.006828,0.000931,0.004103,0.004112,0.002341
realrobert1987,7,0.868523,0.557651,0.930906,0.953034,0,0.720851,0.001060,0.008674,0.007685,0.001716,0.017135,0.006800,0.000942,0.003263,0.003913,0.002316
thefoundingson,45,0.868404,0.551312,0.932196,0.948907,0,0.664170,0.000915,0.010742,0.006870,0.001541,0.011906,0.007270,0.000837,0.003213,0.003276,0.001737
lapinolegg,5,0.868333,0.570916,0.928058,0.954531,0,0.525318,0.000747,0.005737,0.005525,0.001214,0.014985,0.004667,0.000652,0.002416,0.002858,0.001921
maximgaron1,2,0.868291,0.688442,0.885585,0.972424,1,0.086839,0.885585,0.004270,0.003395,0.004274,0.005163,0.003138,0.001862,0.001570,0.001801,0.002103
ten_gop,46,0.868136,0.556458,0.931388,0.949907,0,0.577234,0.000810,0.008704,0.006052,0.001349,0.011477,0.005966,0.000734,0.002872,0.002935,0.001622
alecmooooody,13,0.867794,0.571311,0.928595,0.951157,0,0.532042,0.000735,0.007194,0.005818,0.001202,0.012927,0.005192,0.000675,0.002855,0.002852,0.001461
charlesjharper,17,0.867566,0.585210,0.925853,0.948392,0,0.582677,0.000710,0.005374,0.010626,0.001113,0.014185,0.004719,0.000641,0.002575,0.005208,0.001513
dickyirwin,13,0.867538,0.572478,0.928404,0.952436,0,0.571224,0.000833,0.006084,0.006840,0.001305,0.014787,0.005137,0.000735,0.002657,0.003798,0.001876
nojonathonno,12,0.867466,0.568813,0.929288,0.950653,0,0.664351,0.000947,0.009111,0.007121,0.001558,0.015274,0.006655,0.000862,0.003551,0.003487,0.001986
gab1aldana,17,0.867420,0.577532,0.927474,0.948268,0,0.734480,0.000891,0.006974,0.012645,0.001395,0.016467,0.006104,0.000833,0.003565,0.006842,0.001719
kotovamarys,6,0.866896,0.583582,0.926386,0.952241,0,0.484930,0.000712,0.005790,0.005246,0.001181,0.013534,0.004668,0.000620,0.002265,0.002660,0.001859
bogdankravcov,6,0.866821,0.598611,0.923071,0.952986,0,0.565280,0.000810,0.006531,0.006271,0.001318,0.018320,0.005256,0.000721,0.002719,0.003178,0.001985
iancalh0un,2,0.866564,0.557786,0.931493,0.947499,0,0.931493,0.001141,0.013067,0.009969,0.001876,0.016006,0.009011,0.001099,0.009756,0.004569,0.002015
jacksoncitypost,12,0.866428,0.566899,0.930133,0.951068,0,0.380715,0.000633,0.004900,0.003870,0.001043,0.008569,0.003621,0.000559,0.001970,0.001930,0.001505
janelperkinson,7,0.866023,0.605347,0.922255,0.950954,0,0.388609,0.000509,0.004716,0.004610,0.000836,0.012093,0.003729,0.000465,0.002364,0.002257,0.001180
heyheyhailey,14,0.865384,0.588538,0.926331,0.948557,0,0.697364,0.001025,0.007312,0.009827,0.001591,0.016732,0.006364,0.000905,0.003270,0.006234,0.002200
drmichaelgarcia,13,0.865302,0.587771,0.926597,0.947551,0,0.607489,0.000858,0.008548,0.007168,0.001391,0.013738,0.006222,0.000793,0.004225,0.003497,0.001683
robbydelaware,12,0.865120,0.599707,0.924199,0.949186,0,0.535625,0.000822,0.007103,0.006120,0.001349,0.014482,0.005559,0.000727,0.002730,0.003120,0.001920
blmsoldier,12,0.864926,0.612835,0.921408,0.949768,0,0.557805,0.000822,0.007052,0.006611,0.001341,0.017169,0.005614,0.000736,0.002973,0.003329,0.001932
newarkvoice,15,0.864641,0.566489,0.931027,0.949171,0,0.438098,0.000869,0.005992,0.004276,0.001423,0.008538,0.004138,0.000767,0.002391,0.002125,0.001937
romanagafonovv,6,0.864585,0.607991,0.922666,0.949513,0,0.583677,0.000925,0.007401,0.006750,0.001520,0.016983,0.005929,0.000815,0.002868,0.003426,0.002305
finley1589,17,0.864494,0.603366,0.923886,0.946688,0,0.700095,0.001063,0.010507,0.008276,0.001750,0.017279,0.007795,0.000965,0.003799,0.004074,0.002169
bocharnikov_v,7,0.864490,0.617137,0.920742,0.949365,0,0.515528,0.000771,0.006551,0.006113,0.001262,0.016026,0.005281,0.000680,0.002728,0.003100,0.001865
adamchapmanjr,6,0.864473,0.629802,0.917981,0.949054,0,0.477262,0.000664,0.006313,0.005806,0.001098,0.016155,0.005017,0.000596,0.002546,0.002903,0.001544
neworleanson,13,0.864384,0.578237,0.928934,0.948557,0,0.508361,0.000945,0.006974,0.005255,0.001552,0.010739,0.004887,0.000836,0.003020,0.002600,0.002083
ponomarevslav,7,0.864324,0.604629,0.923725,0.946040,0,0.402858,0.000608,0.006188,0.004637,0.001048,0.009732,0.004903,0.000535,0.001934,0.002278,0.001402
hunteroddddom,12,0.863755,0.628063,0.918846,0.948294,0,0.619796,0.000910,0.008086,0.007637,0.001477,0.019863,0.006427,0.000817,0.003586,0.003859,0.002080
andrebeauleger,2,0.863292,0.749564,0.871812,0.968955,1,0.057893,0.519558,0.002878,0.002285,0.002886,0.003453,0.002115,0.001249,0.001057,0.001212,0.001366
ninonderrien,2,0.863170,0.751028,0.871472,0.968872,1,0.058077,0.519632,0.002887,0.002292,0.002896,0.003463,0.002122,0.001253,0.001060,0.001216,0.001370
antonhayhay,13,0.863117,0.637254,0.917127,0.948302,0,0.537841,0.000813,0.006725,0.006817,0.001298,0.018283,0.005413,0.000732,0.003155,0.003481,0.001884
javonhidp,17,0.862959,0.620680,0.921083,0.946282,0,0.647506,0.000997,0.009085,0.007829,0.001618,0.017715,0.006764,0.000914,0.004585,0.003842,0.002129
sylvielefevrier,2,0.862812,0.755335,0.870469,0.968629,1,0.058639,0.519995,0.002915,0.002314,0.002925,0.003497,0.002142,0.001265,0.001071,0.001228,0.001383
anzgri,1,0.862432,0.626883,0.919919,0.947176,0,0.903844,0.001555,0.012350,0.010377,0.002601,0.026780,0.009840,0.001354,0.004459,0.005245,0.004121
cascaseyp,15,0.862327,0.620630,0.921489,0.944313,0,0.606460,0.000959,0.007175,0.009434,0.001497,0.015021,0.006172,0.000875,0.003148,0.005402,0.001986
staywoke88,9,0.862239,0.622594,0.921140,0.943612,0,0.593173,0.000946,0.009512,0.007415,0.001556,0.014471,0.006881,0.000867,0.003643,0.003607,0.001883
skatewake1994,8,0.862133,0.648373,0.915352,0.947054,0,0.491755,0.000769,0.006454,0.006313,0.001250,0.017031,0.005213,0.000692,0.002747,0.003175,0.001832
toneporter,16,0.862086,0.667079,0.911550,0.940194,0,0.606629,0.000823,0.006413,0.019062,0.001280,0.014821,0.005854,0.000751,0.002881,0.005299,0.001679
datwisenigga,38,0.861954,0.627747,0.920081,0.943442,0,0.581755,0.000815,0.007548,0.008890,0.001303,0.014770,0.006169,0.000790,0.004240,0.004546,0.001460
sergbriantsev,5,0.861839,0.702987,0.900689,0.951795,0,0.512325,0.000776,0.006056,0.006064,0.001254,0.029070,0.004929,0.000706,0.002642,0.003067,0.001925
dailylosangeles,11,0.861641,0.622046,0.921504,0.941993,0,0.494012,0.000742,0.008158,0.006172,0.001220,0.010984,0.005562,0.000699,0.004257,0.002878,0.001409
brightandglory,17,0.861306,0.654960,0.914527,0.944542,0,0.689128,0.001023,0.008044,0.010575,0.001596,0.022617,0.007020,0.000913,0.003342,0.007016,0.002260
camosaseko,14,0.861202,0.650660,0.915571,0.945185,0,0.563881,0.000877,0.007820,0.007281,0.001415,0.018239,0.006037,0.000800,0.003985,0.003603,0.001943
travisrespek,15,0.860937,0.657663,0.914245,0.944510,0,0.498133,0.000778,0.007149,0.006634,0.001273,0.016490,0.005645,0.000708,0.003012,0.003278,0.001759
onlinecleveland,18,0.860745,0.603658,0.925549,0.945060,0,0.312037,0.000693,0.004619,0.003277,0.001147,0.006578,0.003155,0.000613,0.001834,0.001624,0.001560
valeyina_dm,6,0.860443,0.647943,0.916656,0.944454,0,0.575722,0.001018,0.008320,0.007083,0.001706,0.017459,0.006647,0.000890,0.003006,0.003577,0.002639
erdollum,11,0.860403,0.814728,0.846768,0.970659,1,0.119008,0.813395,0.004657,0.003633,0.003651,0.005771,0.003408,0.001609,0.001663,0.001885,0.001908
williams_diana_,1,0.860212,0.642437,0.917941,0.937333,0,0.537354,0.000875,0.011352,0.006775,0.001499,0.011338,0.007474,0.000800,0.003098,0.003207,0.001620
richmondvoice,12,0.859828,0.633203,0.920192,0.943408,0,0.372535,0.000734,0.005607,0.004373,0.001202,0.009399,0.003989,0.000656,0.002533,0.002159,0.001657
philadelphiaon,16,0.859235,0.643593,0.918313,0.943074,0,0.316927,0.000635,0.004790,0.003800,0.001038,0.008545,0.003478,0.000563,0.001976,0.001895,0.001471
peeonhillary,1,0.859216,0.625325,0.921974,0.941206,0,0.421511,0.000926,0.007094,0.004923,0.001579,0.008793,0.005107,0.000852,0.002034,0.002412,0.001951
chicagodailynew,26,0.859149,0.635531,0.920071,0.940481,0,0.452532,0.000842,0.007575,0.005475,0.001389,0.010038,0.005152,0.000771,0.003703,0.002608,0.001759
imissobama,15,0.858816,0.665756,0.913830,0.938870,0,0.619492,0.000907,0.008344,0.010871,0.001466,0.016975,0.006735,0.000842,0.003599,0.006870,0.001805
willisbonnerr,27,0.858772,0.646812,0.917667,0.937241,0,0.692351,0.001039,0.011938,0.010370,0.001688,0.014768,0.008724,0.001017,0.006024,0.004842,0.001709
pigeontoday,11,0.858657,0.682005,0.910581,0.936017,0,0.451244,0.000619,0.007068,0.009147,0.001035,0.012605,0.005832,0.000568,0.002755,0.003407,0.001274
cornellburchet,15,0.858554,0.682649,0.910031,0.942963,0,0.462361,0.000765,0.006312,0.006532,0.001226,0.016732,0.005115,0.000683,0.003201,0.003355,0.001790
