user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4
43061739,1,0.8,0.0,1.0,1.0,0,0.9781467318534851,0.0,0.0,0.0,0.0
187256653,1,0.8,0.0,1.0,1.0,0,0.9787521362304688,0.0,0.0,0.0,0.0
712999752,1,0.8,0.0,1.0,1.0,0,0.9788394570350647,0.0,0.0,0.0,0.0
31481543,1,0.8,0.0,1.0,1.0,0,0.9783102869987488,0.0,0.0,0.0,0.0
774470368073396224,2,0.8,0.0,1.0,1.0,0,0.9879854619503021,0.0,0.0,0.0,0.0
32792712,1,0.8,0.0,1.0,1.0,0,0.9848358631134033,0.0,0.0,0.0,0.0
195036383,1,0.8,0.0,1.0,1.0,0,0.9881887435913086,0.0,0.0,0.0,0.0
197763471,1,0.8,0.0,1.0,1.0,0,0.9773654937744141,0.0,0.0,0.0,0.0
1440428274740391953,1,0.8,0.0,1.0,1.0,0,0.9797218441963196,0.0,0.0,0.0,0.0
591827358,1,0.8,0.0,1.0,1.0,0,0.9825831055641174,0.0,0.0,0.0,0.0
565525985,1,0.8,0.0,1.0,1.0,0,0.9781567454338074,0.0,0.0,0.0,0.0
3290400944,1,0.8,0.0,1.0,1.0,0,0.9789013862609863,0.0,0.0,0.0,0.0
86445550,1,0.8,0.0,1.0,1.0,0,0.9774115681648254,0.0,0.0,0.0,0.0
33927725,1,0.8,0.0,1.0,1.0,0,0.9801404476165771,0.0,0.0,0.0,0.0
902646071633043456,1,0.8,0.0,1.0,1.0,1,0.0,0.9929499626159668,0.0,0.0,0.0
554088231,1,0.8,0.0,1.0,1.0,0,0.9814355373382568,0.0,0.0,0.0,0.0
545147045,1,0.8,0.0,1.0,1.0,0,0.978171706199646,0.0,0.0,0.0,0.0
28618036,1,0.8,0.0,1.0,1.0,0,0.9773848652839661,0.0,0.0,0.0,0.0
517946537,1,0.8,0.0,1.0,1.0,0,0.9838891625404358,0.0,0.0,0.0,0.0
517191131,1,0.8,0.0,1.0,1.0,0,0.9790229797363281,0.0,0.0,0.0,0.0
218369268,1,0.8,0.0,1.0,1.0,0,0.9872828125953674,0.0,0.0,0.0,0.0
1504458061745905666,1,0.8,0.0,1.0,1.0,0,0.9780641794204712,0.0,0.0,0.0,0.0
506147667,1,0.8,0.0,1.0,1.0,0,0.9940736293792725,0.0,0.0,0.0,0.0
1480304164337033217,1,0.8,0.0,1.0,1.0,0,0.9869347810745239,0.0,0.0,0.0,0.0
863041860599775232,1,0.8,0.0,1.0,1.0,0,0.9922340512275696,0.0,0.0,0.0,0.0
36744253,1,0.8,0.0,1.0,1.0,0,0.9804977774620056,0.0,0.0,0.0,0.0
362862491,1,0.8,0.0,1.0,1.0,0,0.9877027273178101,0.0,0.0,0.0,0.0
96653195,1,0.8,0.0,1.0,1.0,0,0.9889900088310242,0.0,0.0,0.0,0.0
1511907221575282688,1,0.8,0.0,1.0,1.0,0,0.9788722991943359,0.0,0.0,0.0,0.0
48926469,1,0.8,0.0,1.0,1.0,0,0.9907383322715759,0.0,0.0,0.0,0.0
282719185,1,0.8,0.0,1.0,1.0,0,0.9795477390289307,0.0,0.0,0.0,0.0
1074371530891649024,1,0.8,0.0,1.0,1.0,0,0.9789237380027771,0.0,0.0,0.0,0.0
1079271241272328192,1,0.8,0.0,1.0,1.0,0,0.984769344329834,0.0,0.0,0.0,0.0
1090698467079532544,1,0.8,0.0,1.0,1.0,0,0.9803142547607422,0.0,0.0,0.0,0.0
2607738580,1,0.8,0.0,1.0,1.0,0,0.9781849980354309,0.0,0.0,0.0,0.0
52322764,1,0.8,0.0,1.0,1.0,0,0.9808754920959473,0.0,0.0,0.0,0.0
280690651,1,0.8,0.0,1.0,1.0,0,0.9780475497245789,0.0,0.0,0.0,0.0
1267223912905150467,1,0.8,0.0,1.0,1.0,0,0.9821186065673828,0.0,0.0,0.0,0.0
1582559149,1,0.8,0.0,1.0,1.0,0,0.986780047416687,0.0,0.0,0.0,0.0
57908183,1,0.8,0.0,1.0,1.0,0,0.9778602123260498,0.0,0.0,0.0,0.0
1260321209423728645,1,0.8,0.0,1.0,1.0,0,0.9933300018310547,0.0,0.0,0.0,0.0
8572192,1,0.8,0.0,1.0,1.0,0,0.9781944751739502,0.0,0.0,0.0,0.0
1614261243044597761,1,0.8,0.0,1.0,1.0,0,0.9872702360153198,0.0,0.0,0.0,0.0
1657499324,1,0.8,0.0,1.0,1.0,0,0.9778895974159241,0.0,0.0,0.0,0.0
150248933,1,0.8,0.0,1.0,1.0,0,0.9875608086585999,0.0,0.0,0.0,0.0
300510416,1,0.8,0.0,1.0,1.0,0,0.9782551527023315,0.0,0.0,0.0,0.0
254151768,1,0.8,0.0,1.0,1.0,0,0.9773521423339844,0.0,0.0,0.0,0.0
1517609191766208513,1,0.8,0.0,1.0,1.0,0,0.9824842810630798,0.0,0.0,0.0,0.0
1610901984457986048,1,0.8,0.0,1.0,1.0,0,0.9781704545021057,0.0,0.0,0.0,0.0
1059672216814546944,2,0.8,0.0,1.0,1.0,0,0.9921766221523285,0.0,0.0,0.0,0.0
14432332,1,0.8,0.0,1.0,1.0,0,0.9790027737617493,0.0,0.0,0.0,0.0
1501573222868959233,1,0.8,0.0,1.0,1.0,0,0.9782400131225586,0.0,0.0,0.0,0.0
1054930407785848832,1,0.8,0.0,1.0,1.0,0,0.9790635704994202,0.0,0.0,0.0,0.0
1516665398648705027,1,0.8,0.0,1.0,1.0,0,0.9808772206306458,0.0,0.0,0.0,0.0
2233557392,1,0.8,0.0,1.0,1.0,0,0.984933614730835,0.0,0.0,0.0,0.0
1190056809538572288,1,0.8,0.0,1.0,1.0,0,0.9801982641220093,0.0,0.0,0.0,0.0
255777893,1,0.8,0.0,1.0,1.0,0,0.9865208864212036,0.0,0.0,0.0,0.0
1618997874351656961,2,0.7976785784980458,0.03567083178926517,0.9941964462451144,1.0,3,0.005761035718023777,0.0,0.0,0.9869127571582794,0.0
870011496,2,0.7965448791487109,0.04964383045876804,0.9913621978717772,1.0,0,0.98199063539505,0.00855614710599184,0.0,0.0,0.0
442245676,1,0.7959472638010232,0.0566064831611412,0.9898681595025581,1.0,0,0.9773145914077759,0.0,0.010003347881138325,0.0,0.0
21415760,1,0.795940874484055,0.056679658296775036,0.9898521862101376,1.0,0,0.9781769514083862,0.0,0.010028121061623096,0.0,0.0
1595730727706169346,1,0.7959342927160307,0.056755010963328203,0.9898357317900766,1.0,0,0.9772522449493408,0.0,0.01003505289554596,0.0,0.0
19394874,1,0.7959280583622559,0.05682636137121414,0.9898201459056398,1.0,0,0.9777038097381592,0.0,0.010055243037641048,0.0,0.0
441106176,1,0.7959170908205362,0.05695182328186876,0.9897927270513406,1.0,0,0.9776973724365234,0.0,0.010082539170980453,0.0,0.0
310310133,1,0.7959145171405216,0.05698125380629321,0.989786292851304,1.0,0,0.9776909947395325,0.0,0.01008889451622963,0.0,0.0
341765384,1,0.7959120667257403,0.05700927096350732,0.9897801668143509,1.0,0,0.9772166013717651,0.0,0.010090109892189503,0.0,0.0
844918853167566848,1,0.7958984374071455,0.05716503602372951,0.9897460935178638,1.0,0,0.9771960377693176,0.0,0.010123886168003082,0.0,0.0
906948150732128258,1,0.795877700473322,0.05740181239819451,0.9896942511833048,1.0,0,0.9766116738319397,0.0,0.010169519111514091,0.0,0.0
1586152840199868417,1,0.7958662879682162,0.0575320090183333,0.9896657199205405,1.0,0,0.9770889282226562,0.0,0.010202950797975063,0.0,0.0
81406377,1,0.7958588787443927,0.05761649261294246,0.9896471968609816,1.0,0,0.9766002893447876,0.0,0.01021631807088852,0.0,0.0
139997002,1,0.7958463183357024,0.05775963606440812,0.9896157958392561,1.0,0,0.9770480394363403,0.0,0.010252328589558601,0.0,0.0
632355011,1,0.79584066267525,0.05782405889129945,0.989601656688125,1.0,0,0.9770395755767822,0.0,0.010266345925629139,0.0,0.0
955241078294237184,1,0.7958182964104002,0.0580786397624983,0.9895457410260007,1.0,0,0.9774332642555237,0.0,0.010326294228434563,0.0,0.0
2936015319,1,0.7958155885750168,0.05810944077676311,0.989538971437542,1.0,0,0.9764953255653381,0.0,0.010323136113584042,0.0,0.0
565149820,1,0.7958139537687243,0.05812803418473521,0.9895348844218109,1.0,0,0.9769887924194336,0.0,0.010332430712878704,0.0,0.0
1599611455552294912,1,0.7958100949893269,0.05817191547135138,0.9895252374733172,1.0,0,0.9764894843101501,0.0,0.010336770676076412,0.0,0.0
1375175212916957185,1,0.7958081812808799,0.05819367445944846,0.9895204532022,1.0,0,0.9769532680511475,0.0,0.01034645363688469,0.0,0.0
518615888,1,0.7958081784381004,0.05819370678039342,0.9895204460952509,1.0,0,0.9764661192893982,0.0,0.010341301560401917,0.0,0.0
1591744271660589056,1,0.7958034222688845,0.05824777516420191,0.9895085556722112,1.0,0,0.9764741659164429,0.0,0.010353244841098785,0.0,0.0
25239692,1,0.7958030506423984,0.058251999259969676,0.989507626605996,1.0,0,0.9764565229415894,0.0,0.01035398431122303,0.0,0.0
2312989742,1,0.7957914080044207,0.05838429334331104,0.9894785200110517,1.0,0,0.9764277338981628,0.0,0.010382706299424171,0.0,0.0
1277767304898588672,1,0.7957875289502073,0.058428352548452606,0.9894688223755185,1.0,0,0.9764368534088135,0.0,0.010392474941909313,0.0,0.0
1275996658761900037,1,0.7957845691362735,0.058461964736601923,0.9894614228406838,1.0,0,0.9763584136962891,0.0,0.010399019345641136,0.0,0.0
113942493,1,0.7957834581406725,0.058474580050179914,0.9894586453516815,1.0,0,0.9764232635498047,0.0,0.010402480140328407,0.0,0.0
319808036,1,0.7957803204546348,0.05851020436454296,0.989450801136587,1.0,0,0.9764081239700317,0.0,0.010410142131149769,0.0,0.0
2949412116,1,0.7957743824556867,0.05857760643240456,0.9894359561392166,1.0,0,0.9768716096878052,0.0,0.010429896414279938,0.0,0.0
85846043,1,0.7957691331195424,0.05863717394865653,0.9894228327988562,1.0,0,0.9763807058334351,0.0,0.010437743738293648,0.0,0.0
774678124369969152,1,0.7957650234912943,0.05868379699717519,0.9894125587282357,1.0,0,0.9763770699501038,0.0,0.010447951965034008,0.0,0.0
14090977,1,0.7957316125726195,0.05906246518681332,0.9893290314315486,1.0,0,0.9762894511222839,0.0,0.010530322790145874,0.0,0.0
1011669159145598977,1,0.7957270197693931,0.059114466702094096,0.9893175494234827,1.0,0,0.9762880206108093,0.0,0.010541760362684727,0.0,0.0
1524915333345198080,1,0.7957262675731925,0.05912298217261931,0.9893156689329815,1.0,0,0.9780359268188477,0.0,0.010562513023614883,0.0,0.0
1565390631559729154,1,0.7957221004035153,0.05917015185115618,0.9893052510087884,1.0,0,0.9756549596786499,0.0,0.010547184385359287,0.0,0.0
1005852893814116352,1,0.7957025540812832,0.059391266897711945,0.9892563852032079,1.0,0,0.97669917345047,0.0,0.010607239790260792,0.0,0.0
936079812,1,0.795698034665435,0.05944236014323385,0.9892450866635873,1.0,0,0.9762075543403625,0.0,0.010613171383738518,0.0,0.0
20695884,1,0.7956958174860278,0.05946742158144924,0.9892395437150695,1.0,0,0.9756602644920349,0.0,0.010612747631967068,0.0,0.0
413449918,1,0.7956932784245209,0.05949611780353605,0.9892331960613021,1.0,0,0.9761797189712524,0.0,0.01062473002821207,0.0,0.0
121245730,1,0.7956718206935658,0.05973848009718483,0.9891795517339144,1.0,0,0.9766377806663513,0.0,0.010683256201446056,0.0,0.0
3070692234,2,0.7956637372807218,0.05982971140860685,0.9891593432018047,1.0,0,0.9755938649177551,0.0,0.010691986419260502,0.0,0.0
1611195079477325824,1,0.7956589064506585,0.05988421511504082,0.9891472661266462,1.0,0,0.9755762815475464,0.0,0.010703835636377335,0.0,0.0
54978318,1,0.795653979372063,0.05993979074722434,0.9891349484301573,1.0,0,0.9755732417106628,0.0,0.010716084390878677,0.0,0.0
347347679,1,0.7956521725048274,0.05996016800542562,0.9891304312620687,1.0,0,0.9755526185035706,0.0,0.010720361955463886,0.0,0.0
1518785297030516736,1,0.7956515750873054,0.05996690506747411,0.9891289377182636,1.0,0,0.9755622744560242,0.0,0.010721957311034203,0.0,0.0
1618494400715280384,1,0.7956489406226754,0.059996611383392684,0.9891223515566887,1.0,0,0.9760928750038147,0.0,0.010734359733760357,0.0,0.0
1389285794,1,0.7956359102518724,0.06014348306457172,0.9890897756296809,1.0,0,0.9755212664604187,0.0,0.010760555975139141,0.0,0.0
1502590209673904132,1,0.7956228371768683,0.06029073726326787,0.9890570929421707,1.0,0,0.9765116572380066,0.0,0.01080410461872816,0.0,0.0
1384573120070045697,1,0.7956175268453273,0.06035052426162252,0.9890438171133182,1.0,0,0.9759842753410339,0.0,0.010811515152454376,0.0,0.0
1481163644901548032,1,0.7956113324395272,0.060420244164503735,0.9890283310988178,1.0,0,0.975470781326294,0.0,0.010821269825100899,0.0,0.0
426640371,1,0.7955998481133947,0.060549445268159106,0.9889996202834866,1.0,0,0.9754436016082764,0.0,0.010849599726498127,0.0,0.0
1203319679327948801,1,0.7955966091052256,0.060585871090024265,0.988991522763064,1.0,0,0.9754367470741272,0.0,0.0108575988560915,0.0,0.0
606570935,1,0.7955830376885791,0.06073842954018897,0.9889575942214478,1.0,0,0.9753910899162292,0.0,0.010890926234424114,0.0,0.0
785115692962029568,1,0.7955655742604022,0.0609345836634714,0.9889139356510055,1.0,0,0.9758229851722717,0.0,0.010939310304820538,0.0,0.0
363361874,1,0.7955578804727782,0.06102094723201734,0.9888947011819457,1.0,0,0.97532719373703,0.0,0.010952935554087162,0.0,0.0
1582065384,1,0.7955495477664809,0.06111444473015492,0.9888738694162021,1.0,0,0.9753068089485168,0.0,0.010973483324050903,0.0,0.0
1520072845174480897,1,0.7955409457257003,0.061210922932844226,0.9888523643142508,1.0,0,0.97529137134552,0.0,0.01099475845694542,0.0,0.0
1347308693633773569,1,0.7955386454953874,0.061236714591987255,0.9888466137384685,1.0,0,0.9752784371376038,0.0,0.011000348255038261,0.0,0.0
1314766398527283200,1,0.795526151431849,0.0613767537200547,0.9888153785796224,1.0,0,0.9752543568611145,0.0,0.01103123091161251,0.0,0.0
348480883,1,0.7955208543141219,0.06143609957354807,0.9888021357853047,1.0,0,0.9746408462524414,0.0,0.01103749219328165,0.0,0.0
1550462284945690624,1,0.7955156165106444,0.06149476533081998,0.988789041276611,1.0,0,0.9752295613288879,0.0,0.01105722039937973,0.0,0.0
1518940545447518209,1,0.7955137344527633,0.06151584144802178,0.9887843361319083,1.0,0,0.9752248525619507,0.0,0.011061860248446465,0.0,0.0
705373632307056640,1,0.7955103633120627,0.0615535879840187,0.9887759082801568,1.0,0,0.9752116799354553,0.0,0.011070117354393005,0.0,0.0
49586855,1,0.7954979140979948,0.06169292594660634,0.9887447852449869,1.0,0,0.9746080636978149,0.0,0.0110942916944623,0.0,0.0
1510121563122647043,1,0.7954802765165737,0.06189018580901383,0.9887006912914343,1.0,0,0.974560558795929,0.0,0.011137709021568298,0.0,0.0
330504820,1,0.795469548973712,0.062010078188498165,0.98867387243428,1.0,0,0.9744821190834045,0.0,0.011163548566401005,0.0,0.0
69033184,1,0.7954689753436236,0.06201648734064046,0.988672438359059,1.0,0,0.9745252728462219,0.0,0.01116547267884016,0.0,0.0
4539138052,1,0.7954684216131894,0.06202267398034131,0.9886710540329735,1.0,0,0.974536657333374,0.0,0.011166983284056187,0.0,0.0
15511426,1,0.7954607307746003,0.06210858339309386,0.988651826936501,1.0,0,0.974525511264801,0.0,0.011186025105416775,0.0,0.0
15448383,1,0.7954429229327287,0.062307376960578344,0.9886073073318218,1.0,0,0.9750540852546692,0.0,0.011236505582928658,0.0,0.0
459780474,1,0.7954368656830744,0.06237495547005141,0.9885921642076859,1.0,0,0.9744356274604797,0.0,0.011244476772844791,0.0,0.0
1571482273354055681,1,0.7954162113533461,0.06260523552456543,0.988540528383365,1.0,0,0.9749631285667419,0.0,0.011302078142762184,0.0,0.0
1302957123349942277,1,0.7954032116981988,0.0627500510308198,0.9885080292454972,1.0,3,0.011441871523857117,0.0,0.0,0.9841986298561096,0.0
1470175410876989449,1,0.795395854927326,0.06283196387575676,0.9884896373183152,1.0,0,0.9743606448173523,0.0,0.011345839127898216,0.0,0.0
1494174592524427264,1,0.7953932293807868,0.06286119042295317,0.9884830734519671,1.0,0,0.9743379354476929,0.0,0.011352119967341423,0.0,0.0
826988954415136770,1,0.7953908117372364,0.06288809932924092,0.9884770293430909,1.0,0,0.9743533134460449,0.0,0.01135832630097866,0.0,0.0
3698783957,1,0.7953881306086865,0.06291793713118088,0.9884703265217162,1.0,0,0.9743236899375916,0.0,0.011364664882421494,0.0,0.0
102678296,1,0.7953774267288858,0.06303701943965247,0.9884435668222146,1.0,0,0.9743123054504395,0.0,0.01139121688902378,0.0,0.0
1398185689,1,0.7953683955731219,0.06313744367110122,0.9884209889328046,1.0,0,0.9748634696006775,0.0,0.011420189402997494,0.0,0.0
1435624204154519558,1,0.7953595795446783,0.06323543277747566,0.9883989488616958,1.0,0,0.9742733836174011,0.0,0.011435256339609623,0.0,0.0
925910971742289920,1,0.7953494593900037,0.06334786486882624,0.9883736484750091,1.0,0,0.9742243885993958,0.0,0.011459912173449993,0.0,0.0
1113159183946452993,1,0.7953482716867936,0.0633610562650279,0.9883706792169841,1.0,0,0.9742332100868225,0.0,0.011462977156043053,0.0,0.0
2985898193,1,0.7953337470127801,0.06352231465306955,0.9883343675319504,1.0,0,0.9741913676261902,0.0,0.01149869803339243,0.0,0.0
2689182829,1,0.7953084525093823,0.0638028709438842,0.9882711312734558,1.0,0,0.9741487503051758,0.0,0.011561263352632523,0.0,0.0
1538997253016276993,1,0.7953062930486818,0.06382680678975111,0.9882657326217046,1.0,3,0.011664323508739471,0.0,0.0,0.9823750257492065,0.0
1413564173724831752,1,0.7952935798948998,0.06396767072950824,0.9882339497372495,1.0,0,0.9734869599342346,0.0,0.011590470559895039,0.0,0.0
71570063,1,0.795293545730429,0.06396804916059667,0.9882338643260725,1.0,0,0.9734339714050293,0.0,0.011589924804866314,0.0,0.0
796531052638588928,1,0.7952899345987922,0.06400804520347567,0.9882248364969803,1.0,0,0.9756855368614197,0.0,0.011625751852989197,0.0,0.0
1163598023860973569,1,0.795287985823828,0.06402962646556579,0.9882199645595698,1.0,0,0.9734697937965393,0.0,0.011604206636548042,0.0,0.0
211620129,1,0.7952842486003346,0.06407100778772343,0.9882106215008367,1.0,0,0.9734083414077759,0.0,0.011612786911427975,0.0,0.0
1596084314449797120,1,0.795283199832406,0.06408261918078366,0.9882079995810151,1.0,0,0.973460853099823,0.0,0.011616026982665062,0.0,0.0
15462819,1,0.7952808136187203,0.0641090358542823,0.9882020340468006,1.0,0,0.9734336137771606,0.0,0.011621648445725441,0.0,0.0
1328740268,1,0.7952694312475995,0.06423500286598724,0.9881735781189988,1.0,0,0.973334014415741,0.0,0.011648822575807571,0.0,0.0
1586275489928577024,1,0.795269277714868,0.06423670151596293,0.9881731942871699,1.0,0,0.9734177589416504,0.0,0.011650207452476025,0.0,0.0
15343234,1,0.7952680345839421,0.06425045475947348,0.9881700864598553,1.0,0,0.9740273952484131,0.0,0.011660603806376457,0.0,0.0
1542611730219532289,1,0.7952595762848965,0.06434401030420393,0.9881489407122414,1.0,0,0.9734079837799072,0.0,0.011674268171191216,0.0,0.0
40236953,1,0.7952557082891156,0.0643867807006145,0.988139270722789,1.0,0,0.9733917713165283,0.0,0.011683713644742966,0.0,0.0
3033275933,1,0.7952513021974679,0.06443549137641058,0.9881282554936696,1.0,0,0.9733863472938538,0.0,0.011694629676640034,0.0,0.0
1607201056768901120,1,0.7952487208443373,0.06446402421045547,0.9881218021108431,1.0,0,0.9733757376670837,0.0,0.011700935661792755,0.0,0.0
1590142072270782464,1,0.7952441639368123,0.06451438505858309,0.9881104098420307,1.0,0,0.9733629822731018,0.0,0.01171213947236538,0.0,0.0
506900610,1,0.7952299539768811,0.06467135611850544,0.9880748849422029,1.0,0,0.9744935631752014,0.0,0.011761201545596123,0.0,0.0
1011371464547762176,1,0.7952239322112485,0.06473784353552053,0.9880598305281212,1.0,0,0.9733169674873352,0.0,0.011762009933590889,0.0,0.0
1572751953872011264,1,0.7952165568400787,0.0648192501886483,0.9880413921001969,1.0,0,0.9739235639572144,0.0,0.011787734925746918,0.0,0.0
1610407328989184001,1,0.7952140547652878,0.06484686063770824,0.9880351369132195,1.0,0,0.9732884168624878,0.0,0.011786283925175667,0.0,0.0
1408937021079445510,1,0.7952113279432462,0.06487694740847158,0.9880283198581156,1.0,0,0.9732851982116699,0.0,0.011793041601777077,0.0,0.0
20251942,1,0.7951987427368993,0.0650157571581069,0.9879968568422482,1.0,0,0.9732097387313843,0.0,0.011823494918644428,0.0,0.0
1310161083911503872,1,0.7951973610664386,0.06503099133692157,0.9879934026660964,1.0,0,0.973220944404602,0.0,0.01182707492262125,0.0,0.0
102299007,1,0.7951847988010453,0.06516945567678273,0.9879619970026133,1.0,0,0.9754199385643005,0.0,0.011885182000696659,0.0,0.0
35281972,1,0.7951308135276214,0.06576355314886055,0.9878270338190533,1.0,0,0.973061203956604,0.0,0.011991007253527641,0.0,0.0
823283563206307840,1,0.7951096557320573,0.06599597649222314,0.9877741393301434,1.0,0,0.973027229309082,0.0,0.012043335475027561,0.0,0.0
13572112,1,0.7950986436049035,0.06611685555581158,0.9877466090122586,1.0,0,0.9729914665222168,0.0,0.012070347554981709,0.0,0.0
1555643834226200576,1,0.7950654262021919,0.0664811010251508,0.9876635655054797,1.0,0,0.9722247123718262,0.0,0.012143595144152641,0.0,0.0
4746356804,1,0.7950650917437003,0.06648476564567925,0.9876627293592507,1.0,0,0.9722258448600769,0.0,0.012144442647695541,0.0,0.0
1500548496910393350,1,0.7950644008508602,0.06649233549182099,0.9876610021271504,1.0,0,0.9729087352752686,0.0,0.012154695577919483,0.0,0.0
1019629611695706115,1,0.7950592880643124,0.06654834671363456,0.987648220160781,1.0,0,0.9722217917442322,0.0,0.012158853001892567,0.0,0.0
15922214,1,0.7950566360922722,0.06657739412621173,0.9876415902306805,1.0,0,0.9722126126289368,0.0,0.012165346182882786,0.0,0.0
41463973,1,0.7950466191991589,0.06668707805214498,0.9876165479978972,1.0,0,0.9721953272819519,0.0,0.01219008956104517,0.0,0.0
559618778,1,0.7950372178161431,0.06678997555846385,0.9875930445403577,1.0,0,0.972164511680603,0.0,0.012213129550218582,0.0,0.0
35157660,1,0.7950355946343887,0.06680773660760828,0.9875889865859718,1.0,0,0.9721696972846985,0.0,0.01221723947674036,0.0,0.0
1595358844208963585,1,0.7950328021193115,0.06683828949840581,0.9875820052982787,1.0,0,0.9728448987007141,0.0,0.012232688255608082,0.0,0.0
125034714,1,0.7950279996754266,0.0668908237153069,0.9875699991885666,1.0,0,0.972143292427063,0.0,0.012235833331942558,0.0,0.0
1473173002586136579,1,0.7950235360684214,0.06693964084625134,0.9875588401710536,1.0,0,0.9721440076828003,0.0,0.012246965430676937,0.0,0.0
2149325370,1,0.7950095084908789,0.06709299032176877,0.9875237712271974,1.0,0,0.9720943570137024,0.0,0.012281295843422413,0.0,0.0
48710714,1,0.7950042173061858,0.06715080761010483,0.9875105432654643,1.0,0,0.9720897674560547,0.0,0.012294423766434193,0.0,0.0
365493677,1,0.7949977777308938,0.06722115433506683,0.9874944443272345,1.0,0,0.9720814824104309,0.0,0.012310367077589035,0.0,0.0
1586803368542236672,1,0.794990013092297,0.06730594831010991,0.9874750327307426,1.0,0,0.9720482230186462,0.0,0.012329296208918095,0.0,0.0
1286564974811328512,1,0.7949595556129286,0.06763826644774969,0.9873988890323216,1.0,0,0.9719774723052979,0.0,0.01240430399775505,0.0,0.0
1411508372210290688,1,0.7949590051657924,0.06764426801941689,0.9873975129144812,1.0,0,0.9732906818389893,0.0,0.012422436848282814,0.0,0.0
18001926,1,0.7949539094748421,0.06769981954553372,0.9873847736871053,1.0,0,0.971961498260498,0.0,0.01241817232221365,0.0,0.0
1591371760527499264,1,0.794946856239794,0.06777669007053555,0.9873671405994849,1.0,0,0.9719365239143372,0.0,0.012435432523488998,0.0,0.0
16016427,1,0.7949433102858333,0.06781532665515366,0.9873582757145833,1.0,0,0.9718371033668518,0.0,0.0124429976567626,0.0,0.0
1487528274116763649,1,0.794942622648824,0.06782281839386521,0.9873565566220599,1.0,0,0.9719477891921997,0.0,0.012446128763258457,0.0,0.0
1531334508439552006,1,0.7949425488711392,0.0678236221805414,0.9873563721778482,1.0,3,0.012565323151648045,0.0,0.0,0.9812414646148682,0.0
19254501,1,0.7949231695934468,0.06803465959201342,0.9873079239836171,1.0,0,0.9718912243843079,0.0,0.012493890710175037,0.0,0.0
322545577,1,0.794922006174393,0.06804732308283665,0.9873050154359827,1.0,0,0.9718824028968811,0.0,0.012496677227318287,0.0,0.0
