user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14
etig2pm,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9832406044006348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etm0dwi,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9059355854988098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etm9ymn,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9691554307937622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etopx4e,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9077690243721008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etqfr6v,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9401241540908813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gsva0qy,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9614638686180115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etqjbj0,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9070408940315247,0.0
ew0ve2k,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9220765829086304,0.0,0.0,0.0,0.0,0.0
etstttl,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9201131463050842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ev7gmmp,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9402874708175659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ev7rtfn,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9820662140846252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ev9ikmr,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513928294181824
ev9typw,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846401214599609,0.0,0.0,0.0,0.0
evead41,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400255084037781
gs7wrsi,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557993412017822,0.0,0.0,0.0,0.0,0.0
evz5nlx,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8878418207168579,0.0,0.0,0.0,0.0,0.0
evznk6a,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9773588180541992,0.0,0.0,0.0,0.0,0.0
ew0eeti,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9752441048622131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ew0gznc,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317638278007507,0.0,0.0,0.0,0.0
f0prlt4,1,0.9333333333333333,0.0,1.0,1.0,0,0.9647043347358704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0xbh9y,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9220715165138245,0.0,0.0,0.0,0.0,0.0
ekzjq2b,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.8850188255310059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4oqkm3,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669406414031982,0.0,0.0
f1dcwkv,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761791229248047,0.0,0.0,0.0
f1e7blw,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950419664382935,0.0,0.0,0.0
f1fakpb,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924418926239014,0.0,0.0,0.0,0.0,0.0
f1fbwnw,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9641137719154358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1frrgi,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064832925796509,0.0,0.0,0.0,0.0,0.0,0.0
f2czpy1,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9083336591720581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gs3c1iv,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9326329827308655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f39r6rd,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323882460594177,0.0,0.0,0.0,0.0,0.0
gs39vbp,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9750862121582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4aywpe,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619719386100769,0.0,0.0,0.0,0.0
f4g42vx,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.8875196576118469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5fa6lj,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9725761413574219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1dbtep,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9664246439933777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5i5llx,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.8874881267547607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5i6qql,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323813915252686,0.0,0.0,0.0,0.0,0.0
gs37erw,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9559534192085266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5jtngs,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9664197564125061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5s3aoq,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9517768621444702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gs365w2,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.8864021301269531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5sioss,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463121891021729
f5sitze,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945183396339417
f5sj1wn,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851580858230591
f5sjsg9,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737710952758789
f5sju2r,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957104921340942
f1dc82q,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9896700978279114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1dbd2x,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941359758377075,0.0,0.0,0.0
gs3tsum,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9792783856391907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gs3iadk,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961999237537384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0xgof2,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9880025386810303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0xgwz5,1,0.9333333333333333,0.0,1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9877006411552429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0xh63f,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904662370681763,0.0,0.0,0.0,0.0,0.0
f0xi5hh,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985773086548,0.0,0.0,0.0,0.0,0.0
f0xj117,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910507798194885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gs3iy1k,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964584469795227,0.0,0.0,0.0,0.0
f0xkkhb,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9924416542053223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0zmub7,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.986231803894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f10yp1q,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907083511352539,0.0
gs3innr,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772325158119202,0.0,0.0,0.0
f11bq1y,1,0.9333333333333333,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.9803338050842285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f15ea8b,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782248735427856
f1dapux,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837290644645691,0.0,0.0,0.0
f15xzeq,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9220778346061707,0.0,0.0,0.0,0.0,0.0
f16d81l,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217340350151062
f17m1yf,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99229496717453
f18ch1f,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952758550643921
f18ekxu,1,0.9333333333333333,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686293005943298,0.0,0.0,0.0,0.0,0.0,0.0
f1a0wp3,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9870340824127197
f1a1t2a,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9735574126243591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1a3v3w,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9897728562355042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1a4jz8,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723557233810425
f1da0xv,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9404962062835693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gs3hsd4,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9646689295768738,0.0,0.0
etdw02k,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863443970680237
etdrcye,1,0.9333333333333333,0.0,1.0,1.0,0,0.9948920011520386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etdr0i8,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9692598581314087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emc6977,1,0.9333333333333333,0.0,1.0,1.0,0,0.968967616558075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
els4pmg,1,0.9333333333333333,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8878377676010132,0.0,0.0,0.0,0.0,0.0
elt8ykr,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826033711433411,0.0,0.0
eltndn4,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736582636833191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em0gey9,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9837730526924133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em0ilw6,1,0.9333333333333333,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213393330574036,0.0,0.0,0.0,0.0
em0uq7p,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076262712478638
gvqvfs7,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9559566974639893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em10d34,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.908363401889801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em6mbmq,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9670751690864563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em6ny2l,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9068679213523865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em9hyb7,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.969066858291626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gvquv6a,1,0.9333333333333333,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.9808390736579895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
els3cbn,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819942116737366,0.0,0.0
emej8bn,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9750158190727234,0.0,0.0,0.0
gvq7fp9,1,0.9333333333333333,0.0,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866418838500977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ememqkz,1,0.9333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,0.9812345504760742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emenb98,1,0.9333333333333333,0.0,1.0,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9870184063911438,0.0,0.0,0.0
emenku5,1,0.9333333333333333,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836418628692627,0.0
gvq5dfj,1,0.9333333333333333,0.0,1.0,1.0,0,0.9798969030380249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emewag6,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9814713597297668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emf7fqr,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9970412254333496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emf98hc,1,0.9333333333333333,0.0,1.0,1.0,2,0.0,0.0,0.9856406450271606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emfcrco,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670203924179077
emfffzz,1,0.9333333333333333,0.0,1.0,1.0,1,0.0,0.9820656776428223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
els4eq9,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400348663330078
elrv9ua,1,0.9333333333333333,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837058782577515,0.0,0.0
etcjrr0,1,0.9333333333333333,0.0,1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955605685710907
