topic_id,word,weight,rank
5,keep,0.0063046264,17
5,arent,0.0057944045,18
5,probably,0.005790128,19
5,covid,0.0057664937,20
6,tell,0.009875948,1
6,vaccination,0.00894845,2
6,he,0.008843576,3
6,didnt,0.00839832,4
6,know,0.008076057,5
6,dont,0.007819403,6
6,vaccine,0.0076440293,7
6,fucking,0.0069815195,8
6,chemistry,0.006912869,9
6,literally,0.0067474367,10
6,someone,0.0066917683,11
6,well,0.0064622154,12
6,body,0.0060108793,13
6,would,0.005996615,14
6,northwest,0.0059932955,15
6,salt,0.005980222,16
6,thats,0.0059302864,17
6,shine,0.005890309,18
6,class,0.0057860925,19
6,case,0.0054186024,20
7,measles,0.034668304,1
7,vaccine,0.02252808,2
7,vaccinated,0.02088293,3
7,case,0.00984603,4
7,rate,0.009179952,5
7,dont,0.008187288,6
7,death,0.008088653,7
7,outbreak,0.007198652,8
7,pertussis,0.00657441,9
7,vaccination,0.0065456205,10
7,study,0.0062358286,11
7,want,0.005952874,12
7,1000,0.005888746,13
7,2015,0.005851245,14
7,get,0.0057458496,15
7,mumps,0.0056919605,16
7,one,0.0056868372,17
7,know,0.0052900873,18
7,cdc,0.0051869582,19
7,error,0.0051783635,20
8,vaccine,0.037461616,1
8,autism,0.013351788,2
8,child,0.01226051,3
8,get,0.0094118,4
8,fact,0.008366448,5
8,vaccinated,0.00797219,6
8,vaccination,0.0066473517,7
8,like,0.0061230566,8
8,school,0.005912159,9
8,state,0.0058506643,10
8,would,0.005707022,11
8,health,0.005562948,12
8,event,0.005506713,13
8,one,0.0053816834,14
8,found,0.005279709,15
8,cause,0.0052665495,16
8,adverse,0.005062879,17
8,placebo,0.004918133,18
8,infant,0.004699428,19
8,claim,0.0046081464,20
9,vaccine,0.025408914,1
9,would,0.015446157,2
9,dont,0.013120956,3
9,know,0.011851111,4
9,autism,0.010591648,5
9,people,0.008707848,6
9,one,0.008599354,7
9,cause,0.00779105,8
9,mercury,0.0065172655,9
9,thing,0.0060885157,10
9,thats,0.0060869157,11
9,make,0.0059602815,12
9,get,0.0055768923,13
9,compound,0.005435234,14
9,saying,0.0052353824,15
9,question,0.005215926,16
9,baby,0.004989915,17
9,claim,0.0048020775,18
9,mean,0.0047595203,19
9,could,0.0045727966,20
10,vaccine,0.025852248,1
10,immunity,0.025036195,2
10,unvaccinated,0.021600246,3
10,vaccinated,0.017890949,4
10,child,0.01739543,5
10,people,0.016898017,6
10,herd,0.015431176,7
10,risk,0.011071445,8
10,disease,0.010829682,9
10,dont,0.010325632,10
10,kid,0.009378592,11
10,pertussis,0.009010453,12
10,population,0.008957377,13
10,shot,0.008636633,14
10,vaccination,0.008049229,15
10,like,0.00726474,16
10,one,0.0071826642,17
10,doesnt,0.006242228,18
10,problem,0.0060154716,19
10,spread,0.005986032,20
11,vaccine,0.032343186,1
11,cell,0.014830219,2
11,wrong,0.012511678,3
11,autism,0.012206495,4
11,dont,0.009727086,5
11,think,0.008929447,6
11,study,0.008088459,7
11,doesnt,0.0075254296,8
11,bad,0.0072616534,9
11,talking,0.0063886764,10
11,people,0.0063185766,11
11,source,0.006063128,12
11,one,0.006025088,13
11,way,0.005947862,14
11,faith,0.0057775136,15
11,make,0.005736349,16
11,thats,0.0055520595,17
11,youre,0.0053382516,18
11,cause,0.0050207255,19
11,paper,0.004928633,20
12,vaccine,0.03706547,1
12,flu,0.014111739,2
12,study,0.0130531415,3
12,year,0.01297574,4
12,even,0.010898845,5
12,vaccination,0.008391419,6
12,influenza,0.0074923486,7
12,also,0.0074080476,8
12,measles,0.0067041395,9
12,like,0.0059975316,10
12,author,0.0056842454,11
12,efficacy,0.005173061,12
12,see,0.0050227186,13
12,vaccinated,0.004826764,14
12,said,0.004467843,15
12,safety,0.004232408,16
12,cause,0.004127535,17
12,may,0.004123914,18
12,every,0.0040204246,19
12,could,0.003999306,20
13,vaccine,0.04302605,1
13,study,0.023035996,2
13,child,0.018339029,3
13,mmr,0.014213841,4
13,vaccination,0.008530579,5
13,autism,0.008359865,6
13,chickenpox,0.007314939,7
13,day,0.007078111,8
13,kid,0.006975223,9
13,many,0.006179039,10
13,risk,0.005471833,11
13,would,0.0054569645,12
13,related,0.004850993,13
13,may,0.0045784796,14
13,pertussis,0.0044498565,15
13,dose,0.0043091043,16
13,increase,0.0041897562,17
13,month,0.0041610594,18
13,visit,0.004143155,19
13,common,0.003992396,20
14,vaccine,0.028203685,1
14,autism,0.015958698,2
14,people,0.015101064,3
14,even,0.012620138,4
14,cause,0.012108194,5
14,know,0.011610822,6
14,dont,0.011194907,7
14,said,0.010788252,8
14,youre,0.009341825,9
14,argument,0.008500208,10
14,saying,0.007827798,11
14,say,0.0077994773,12
14,didnt,0.0075896457,13
14,read,0.006438692,14
14,wrong,0.006214974,15
14,mercury,0.0060838303,16
14,cant,0.0054869163,17
14,study,0.0051817046,18
14,everything,0.0051680827,19
14,there,0.004912262,20
